diag/exp_token_ratio,diag/llm_token_ratio_in_response,diag/teacher_llm_token_ratio,diag/teacher_sample_ratio,diag/offpolicy_sample_ratio,diag/adv_teacher_sample_mean,diag/adv_onpolicy_sample_mean,diag/teacher_adv_pos_ratio,diag/group_teacher_minus_on_reward_std,diag/group_gap_count,diag/entropy_offpolicy_token_mean,diag/entropy_onpolicy_token_std,_step,critic/rewards_onpolicy/mean,critic/rewards/mean,actor/entropy_loss,actor/kl_loss,actor/pg_loss,diag/teacher_loss_scale,diag/teacher_gap_used,diag/teacher_gap_ema,diag/teacher_token_ratio,diag/adv_teacher_token_mean,diag/adv_onpolicy_token_mean,diag/onpolicy_adv_pos_ratio,diag/reward_onpolicy_mean,diag/reward_teacher_mean,diag/group_teacher_minus_on_reward_mean,diag/group_non_teacher_reward_mean,diag/group_all_reward_mean,diag/entropy_teacher_token_mean,diag/entropy_onpolicy_token_mean,label
0.0070822881534695625,0.14004123210906982,0.05057287588715553,0.125,0.125,0.12115932255983353,-0.03503560274839401,1.0,0.2834733547569204,8.0,0.27703943848609924,0.4111516773700714,1,0.4642857015132904,0.53125,0.12136636674404144,0.007882369682192802,-0.03992895781993866,0.6190476190476195,0.5357142857142858,0.5357142857142858,0.0070822881534695625,1.1643744707107544,-0.06188083440065384,0.4642857015132904,0.4642857015132904,1,0.5357142857142858,0.4642857142857143,0.53125,0.27703943848609924,0.1202559843659401,Exp-2 v2 (7.2 adaptive gate annealed)
0.012849312275648117,0.19515512883663177,0.06584152579307556,0.125,0.125,0.28649836778640747,-0.04116634652018547,1.0,0.2569195458917528,8.0,0.3246730864048004,0.4798089265823364,2,0.2321428507566452,0.328125,0.1705976277589798,0.001961862202733755,0.10865059494972229,0.696428571428572,0.5589285714285716,0.5589285714285716,0.012849312275648117,1.6110788583755493,-0.06559842824935913,0.2321428507566452,0.2321428507566452,1,0.7678571428571429,0.23214285714285712,0.328125,0.3246730864048004,0.16859209537506104,Exp-2 v2 (7.2 adaptive gate annealed)
0.013304579071700573,0.15563376247882843,0.08548645675182343,0.125,0.125,0.24258403480052948,-0.03847130388021469,1.0,0.2519059996368908,8.0,0.36896273493766785,0.4376196563243866,3,0.2678571343421936,0.359375,0.14051315188407898,0.0047602420672774315,-0.02899841219186783,0.7541666666666669,0.57625,0.57625,0.013304579071700573,1.816030502319336,-0.05433433875441551,0.2678571343421936,0.2678571343421936,1,0.7321428571428572,0.26785714285714285,0.359375,0.36896273493766785,0.1374327391386032,Exp-2 v2 (7.2 adaptive gate annealed)
0.0082839485257864,0.14060083031654358,0.05891821160912514,0.125,0.125,0.18883317708969116,-0.04306628555059433,1.0,0.18813667415808463,8.0,0.2861076295375824,0.4071223735809326,4,0.1964285671710968,0.296875,0.12055054306983948,0.003731922945007682,0.24121339432895184,0.8299404761904765,0.5989821428571429,0.5989821428571429,0.0082839485257864,1.6927741765975952,-0.05236205458641052,0.1964285671710968,0.1964285671710968,1,0.8035714285714286,0.1964285714285714,0.296875,0.2861076295375824,0.11916761845350266,Exp-2 v2 (7.2 adaptive gate annealed)
0.010485338978469372,0.17036841809749603,0.061545081436634064,0.125,0.125,0.18527302145957947,-0.037780921906232834,1.0,0.2834733547569204,8.0,0.33270761370658875,0.478006511926651,5,0.3214285671710968,0.40625,0.16236621141433716,0.007311046589165926,0.03510104864835739,0.8564702380952383,0.6069410714285715,0.6069410714285715,0.010485338978469372,1.6583276987075806,-0.06267717480659485,0.3214285671710968,0.3214285671710968,1,0.6785714285714286,0.3214285714285714,0.40625,0.33270761370658875,0.160561203956604,Exp-2 v2 (7.2 adaptive gate annealed)
0.0042921570129692554,0.12032293528318405,0.03567197918891907,0.109375,0.109375,0.11237464845180511,-0.02406620793044567,0.8571428656578064,0.38721767267367907,7.0,0.2484118789434433,0.397159606218338,6,0.4035087823867798,0.46875,0.10976260900497437,0.005966919008642435,0.16603629849851131,0.8310272959183673,0.5993081887755102,0.5993081887755102,0.0042921570129692554,1.1691701412200928,-0.03883213922381401,0.28070175647735596,0.4035087823867798,1,0.5306122448979592,0.4693877551020408,0.5357142857142857,0.2484118789434433,0.10916493833065033,Exp-2 v2 (7.2 adaptive gate annealed)
0.0048721423372626305,0.11401195824146271,0.042733605951070786,0.125,0.125,0.15791021287441254,-0.03071143850684166,0.875,0.3331206804674577,8.0,0.24728135764598846,0.371893972158432,7,0.25,0.34375,0.09941260516643524,0.00285710790194571,0.16606211848556995,0.8812578996598638,0.6143773698979591,0.6143773698979591,0.0048721423372626305,1.7502565383911133,-0.041775308549404144,0.125,0.25,1,0.75,0.25,0.34375,0.24728135764598846,0.09868863970041275,Exp-2 v2 (7.2 adaptive gate annealed)
0.006730132270604372,0.12255962193012238,0.05491312965750694,0.125,0.125,0.15935437381267548,-0.03222976624965668,1.0,0.13832083379312204,8.0,0.23435848951339722,0.41243141889572144,8,0.1785714328289032,0.28125,0.1168241873383522,0.02034733258187771,0.15335725992918015,0.9502749668367343,0.6350824900510202,0.6350824900510202,0.006730132270604372,1.5788133144378662,-0.0453561395406723,0.1785714328289032,0.1785714328289032,1,0.8214285714285714,0.17857142857142855,0.28125,0.23435848951339722,0.11602780222892761,Exp-2 v2 (7.2 adaptive gate annealed)
0.009234643541276455,0.13637137413024902,0.06771688163280487,0.125,0.125,0.1865394413471222,-0.03312749043107033,1.0,0.31893876963378126,8.0,0.2724137008190155,0.44119206070899963,9,0.3392857015132904,0.421875,0.1343277394771576,0.019430415704846382,0.4395544324070215,0.9588188987244894,0.6376456696173468,0.6376456696173468,0.009234643541276455,1.6593997478485107,-0.05475664138793945,0.3392857015132904,0.3392857015132904,1,0.6607142857142858,0.3392857142857143,0.421875,0.2724137008190155,0.1330406665802002,Exp-2 v2 (7.2 adaptive gate annealed)
0.007444384973496199,0.13252680003643036,0.056172676384449005,0.125,0.125,0.11570486426353455,-0.030458981171250343,0.875,0.293965672020613,8.0,0.3246912360191345,0.43141764402389526,10,0.5178571343421936,0.578125,0.12838466465473175,0.02200489118695259,0.0945747122168541,0.9069846278996593,0.6220953883698978,0.6220953883698978,0.007444384973496199,1.0037059783935547,-0.06335862725973129,0.3928571343421936,0.5178571343421936,1,0.48214285714285715,0.5178571428571428,0.578125,0.3246912360191345,0.12691232562065125,Exp-2 v2 (7.2 adaptive gate annealed)
0.01065884530544281,0.14810654520988464,0.07196741551160812,0.125,0.125,0.20009008049964905,-0.035351090133190155,1.0,0.2519059996368908,8.0,0.3639238774776459,0.4545865058898926,11,0.2678571343421936,0.359375,0.1453017145395279,0.031780339777469635,-0.002289542928338051,0.9436671174906457,0.6331001352471937,0.6331001352471937,0.01065884530544281,1.377099871635437,-0.05118459835648537,0.2678571343421936,0.2678571343421936,1,0.7321428571428572,0.26785714285714285,0.359375,0.3639238774776459,0.14294634759426117,Exp-2 v2 (7.2 adaptive gate annealed)
0.009077507071197033,0.13375242054462433,0.06786797940731049,0.125,0.125,0.14790837466716766,-0.033736128360033035,1.0,0.30304576336566325,8.0,0.31623750925064087,0.4328346252441406,12,0.3571428656578064,0.4375,0.1297486126422882,0.022172532975673676,0.11167117767035961,0.9469194533606289,0.6340758360081886,0.6340758360081886,0.009077507071197033,1.5241060256958008,-0.048706188797950745,0.3571428656578064,0.3571428656578064,1,0.6428571428571428,0.3571428571428571,0.4375,0.31623750925064087,0.12804028391838074,Exp-2 v2 (7.2 adaptive gate annealed)
0.00825703889131546,0.12144061177968979,0.06799239665269852,0.125,0.125,0.097249336540699,-0.019579622894525528,0.875,0.30304576336566325,8.0,0.3022361695766449,0.4150180518627167,13,0.5,0.5625,0.11900872737169266,0.29712992906570435,0.19294333085417747,0.9022275080245656,0.6206682524073697,0.6206682524073697,0.00825703889131546,1.1861598491668701,-0.046025391668081284,0.375,0.5,1,0.5,0.5,0.5625,0.3022361695766449,0.1174832358956337,Exp-2 v2 (7.2 adaptive gate annealed)
0.0067262412048876286,0.12296737730503082,0.05469939485192299,0.125,0.125,0.1298222541809082,-0.03327227383852005,0.875,0.3494711748353737,8.0,0.28184419870376587,0.41696518659591675,14,0.3392857015132904,0.421875,0.11979842931032181,0.021949876099824905,0.09057093411684036,0.9155761857935378,0.6246728557380613,0.6246728557380613,0.0067262412048876286,1.4116019010543823,-0.04761388897895813,0.2142857164144516,0.3392857015132904,1,0.6607142857142858,0.3392857142857143,0.421875,0.28184419870376587,0.11870108544826508,Exp-2 v2 (7.2 adaptive gate annealed)
0.007608160376548767,0.11763963848352432,0.06467343866825104,0.125,0.125,0.10830166935920715,-0.023197850212454796,0.875,0.338344559312436,8.0,0.26908448338508606,0.4125114381313324,15,0.4107142984867096,0.484375,0.11899369210004807,0.14711977541446686,-0.05365906096994877,0.9037804719760889,0.6211341415928266,0.6211341415928266,0.007608160376548767,1.405819296836853,-0.04431655630469322,0.2857142984867096,0.4107142984867096,1,0.5892857142857143,0.4107142857142857,0.484375,0.26908448338508606,0.11784301698207855,Exp-2 v2 (7.2 adaptive gate annealed)
